External Id,Internal Id,Agreement,Created From,Created From Line Key,Price Level,Customer,Item Internal Id,Item, Quantity,Rate,Amount,Billing Frequency,Start Date,End Date,Next Renewal Date,Next Billing Date,Status,Agreement Type,Usage Group,Price Type,Required Minimum
10001365,,581,,,,Hemenway & Barnes,162,Enterprise Integration Package,1,2500,2500,Annually,09/29/2020,09/28/2023,,,Active,Subscription,,,
10001366,,581,,,,Hemenway & Barnes,169,e-Signature,1,0,0,Annually,09/29/2020,09/28/2023,,,Active,Subscription,,,
10001367,,581,,,,Hemenway & Barnes,564,Entity Management Platform Subscription (500 - 1000 active entities),1,10000,10000,Annually,09/29/2020,09/28/2023,,,Active,Subscription,,,
10001368,,581,,,,Hemenway & Barnes,166,Software Updates,1,0,0,Annually,09/29/2020,09/28/2023,,,Active,Subscription,,,
10001369,,582,,,,HHM Office,166,Software Updates,1,0,0,Annually,09/03/2020,09/02/2023,,,Active,Subscription,,,
10001370,,582,,,,HHM Office,169,e-Signature,1,0,0,Annually,09/03/2020,09/02/2023,,,Active,Subscription,,,
10001371,,582,,,,HHM Office,167,Virtual Minute Book,1,0,0,Annually,09/03/2020,09/02/2023,,,Active,Subscription,,,
10001372,,582,,,,HHM Office,383,Recurring Discount: Subscription Package,1,0,-1200,Annually,09/03/2020,09/02/2023,,,Active,Subscription,,,
10001373,,582,,,,HHM Office,164,SSO Configuration,1,1000,1000,Annually,10/21/2021,09/02/2023,,,Active,Subscription,,,
10001374,,582,,,,HHM Office,367,Entity Management Platform Subscription,15,110,1650,Annually,09/03/2021,09/02/2023,,,Active,Subscription,,,
10001375,,582,,,,HHM Office,367,Entity Management Platform Subscription,40,150,6000,Annually,09/03/2020,09/02/2023,,,Active,Subscription,,,
10001376,,583,,,,"Hill, Ward & Henderson, Professional Association",565,Entity Management Platform Subscription (400 - 500 active entities),1,4000,4000,Annually,11/05/2021,11/04/2022,,,Active,Subscription,,,
10001377,,583,,,,"Hill, Ward & Henderson, Professional Association",162,Enterprise Integration Package,1,1500,1500,Annually,11/05/2021,11/04/2022,,,Active,Subscription,,,
10001378,,584,,,,Hinckley Allen,386,Enterprise Package Annual Subscription,1,25000,25000,Annually,09/30/2021,09/29/2024,,,Active,Subscription,,,
10001379,,585,,,,Hopkins & Carley,383,Recurring Discount: Subscription Package,1,0,-2500,Annually,08/27/2021,08/27/2022,,,Active,Subscription,,,
10001380,,585,,,,Hopkins & Carley,162,Enterprise Integration Package,1,3500,3500,Annually,08/27/2021,08/27/2022,,,Active,Subscription,,,
10001381,,585,,,,Hopkins & Carley,367,Entity Management Platform Subscription,200,20,4000,Annually,08/27/2021,08/27/2022,,,Active,Subscription,,,
10001382,,586,,,,iA Financial Group,386,Enterprise Package Annual Subscription,1,37500,37500,Annually,12/20/2021,12/20/2024,,,Active,Subscription,,,
10001383,,586,,,,iA Financial Group,531,Per Entity Fee,150,95,14250,Annually,12/20/2021,12/20/2024,,,Active,Subscription,,,
10001384,,586,,,,iA Financial Group,521,Recurring Discount: Entity Fee,150,0,-3000,Annually,12/20/2021,12/20/2024,,,Active,Subscription,,,
10001385,,587,,,,IBI Group,552,Installation (Same Day),1,0,0,Annually,01/16/2020,01/15/2023,,,Active,Subscription,,,
10001386,,587,,,,IBI Group,566,Entity Management software subscription - up to 40 entities,1,15000,15000,Annually,01/16/2020,01/15/2023,,,Active,Subscription,,,
10001387,,587,,,,IBI Group,166,Software Updates,1,0,0,Annually,01/16/2020,01/15/2023,,,Active,Subscription,,,
10001388,,587,,,,IBI Group,169,e-Signature,1,0,0,Annually,01/16/2020,01/15/2023,,,Active,Subscription,,,
10001389,,587,,,,IBI Group,167,Virtual Minute Book,1,0,0,Annually,01/16/2020,01/15/2023,,,Active,Subscription,,,
10001390,,588,,,,ICM Asset Management,367,Entity Management Platform Subscription,50,45,2250,Annually,01/22/2020,01/21/2023,,,Active,Subscription,,,
10001391,,588,,,,ICM Asset Management,166,Software Updates,1,0,0,Annually,01/22/2020,01/21/2023,,,Active,Subscription,,,
10001392,,588,,,,ICM Asset Management,167,Virtual Minute Book,1,0,0,Annually,01/22/2020,01/21/2023,,,Active,Subscription,,,
10001393,,588,,,,ICM Asset Management,169,e-Signature,1,0,0,Annually,01/22/2020,01/21/2023,,,Active,Subscription,,,
10001394,,589,,,,Imperial Capital Limited,387,Professional Package Annual Subscription,1,19995,19995,Annually,02/25/2022,02/24/2025,,,Active,Subscription,,,
10001395,,589,,,,Imperial Capital Limited,521,Recurring Discount: Entity Fee,100,0,-7500,Annually,02/25/2022,02/24/2025,,,Active,Subscription,,,
10001396,,589,,,,Imperial Capital Limited,531,Per Entity Fee,300,75,22500,Annually,02/25/2022,02/24/2025,,,Active,Subscription,,,
10001397,,590,,,,Inter Pipeline,162,Enterprise Integration Package,1,2574.32,2574.32,Annually,12/24/2020,02/01/2024,,,Active,Subscription,,,
10001398,,590,,,,Inter Pipeline,367,Entity Management Platform Subscription,2,386.15,772.3,Annually,01/02/2022,02/01/2024,,,Active,Subscription,,,
10001399,,590,,,,Inter Pipeline,367,Entity Management Platform Subscription,22,386.148,8495.256,Annually,12/24/2020,02/01/2024,,,Active,Subscription,,,
10001400,,590,,,,Inter Pipeline,167,Virtual Minute Book,1,0,0,Annually,12/24/2020,02/01/2024,,,Active,Subscription,,,
10001401,,590,,,,Inter Pipeline,169,e-Signature,1,0,0,Annually,12/24/2020,02/01/2024,,,Active,Subscription,,,
10001402,,590,,,,Inter Pipeline,166,Software Updates,1,0,0,Annually,12/24/2020,02/01/2024,,,Active,Subscription,,,
10001403,,591,,,,J.M. Huber,567,Entity Management Platform Subscription - 50 to 100 active entities,1,8000,8000,Annually,06/18/2020,06/17/2023,,,Active,Subscription,,,
10001404,,591,,,,J.M. Huber,166,Software Updates,1,0,0,Annually,06/18/2020,06/17/2023,,,Active,Subscription,,,
10001405,,591,,,,J.M. Huber,163,Dedicated priority Support,1,2500,2500,Annually,06/18/2020,06/17/2023,,,Active,Subscription,,,
10001406,,591,,,,J.M. Huber,167,Virtual Minute Book,1,0,0,Annually,06/18/2020,06/17/2023,,,Active,Subscription,,,
10001407,,591,,,,J.M. Huber,169,e-Signature,1,0,0,Annually,06/18/2020,06/17/2023,,,Active,Subscription,,,
10001408,,591,,,,J.M. Huber,162,Enterprise Integration Package,1,2500,2500,Annually,06/18/2020,06/17/2023,,,Active,Subscription,,,
10001409,,592,,,,Jaffe Raitt Heuer & Weiss,162,Enterprise Integration Package,1,3500,3500,Annually,09/22/2020,09/21/2023,,,Active,Subscription,,,
10001410,,592,,,,Jaffe Raitt Heuer & Weiss,169,e-Signature,1,0,0,Annually,09/22/2020,09/21/2023,,,Active,Subscription,,,
10001411,,592,,,,Jaffe Raitt Heuer & Weiss,383,Recurring Discount: Subscription Package,1,0,-3500,Annually,09/22/2020,09/21/2023,,,Active,Subscription,,,
10001412,,592,,,,Jaffe Raitt Heuer & Weiss,367,Entity Management Platform Subscription,1,1700,1700,Annually,09/22/2021,09/21/2023,,,Active,Subscription,,,
10001413,,592,,,,Jaffe Raitt Heuer & Weiss,568,Entity Management Platform Subscription (up to 2500 active entities),1,11000,11000,Annually,09/22/2020,09/21/2023,,,Active,Subscription,,,
10001414,,592,,,,Jaffe Raitt Heuer & Weiss,163,Dedicated priority Support,1,2500,2500,Annually,09/22/2020,09/21/2023,,,Active,Subscription,,,
10001415,,592,,,,Jaffe Raitt Heuer & Weiss,166,Software Updates,1,0,0,Annually,09/22/2020,09/21/2023,,,Active,Subscription,,,
10001416,,592,,,,Jaffe Raitt Heuer & Weiss,167,Virtual Minute Book,1,0,0,Annually,09/22/2020,09/21/2023,,,Active,Subscription,,,
10001417,,592,,,,Jaffe Raitt Heuer & Weiss,569,One year discount at 10%,1,0,-1700,Annually,09/22/2020,09/21/2021,,,Active,Subscription,,,
10001418,,593,,,,James Smith Professional Corporation,388,Basic Package Annual Subscription,1,10995,10995,Annually,06/15/2022,06/14/2025,,,Active,Subscription,,,
10001419,,593,,,,James Smith Professional Corporation,382,Per Entity Fee – Athennian Application - Up to 100,50,75,3750,Annually,06/15/2022,06/14/2025,,,Active,Subscription,,,
10001420,,593,,,,James Smith Professional Corporation,521,Recurring Discount: Entity Fee,50,0,-2750,Annually,06/15/2022,06/14/2025,,,Active,Subscription,,,
10001421,,594,,,,Jenzabar,166,Software Updates,1,0,0,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001422,,594,,,,Jenzabar,367,Entity Management Platform Subscription,20,40,800,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001423,,594,,,,Jenzabar,167,Virtual Minute Book,1,0,0,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001424,,594,,,,Jenzabar,162,Enterprise Integration Package,1,2500,2500,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001425,,594,,,,Jenzabar,169,e-Signature,1,0,0,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001426,,595,,,,K&L Gates LLP,162,Enterprise Integration Package,1,3500,3500,Annually,07/16/2020,07/15/2023,,,Active,Subscription,,,
10001427,,595,,,,K&L Gates LLP,169,e-Signature,1,0,0,Annually,07/16/2020,07/15/2023,,,Active,Subscription,,,
10001428,,595,,,,K&L Gates LLP,166,Software Updates,1,0,0,Annually,07/16/2020,07/15/2023,,,Active,Subscription,,,
10001429,,595,,,,K&L Gates LLP,167,Virtual Minute Book,1,0,0,Annually,07/16/2020,07/15/2023,,,Active,Subscription,,,
10001430,,595,,,,K&L Gates LLP,163,Dedicated priority Support,1,2500,2500,Annually,07/16/2020,07/15/2023,,,Active,Subscription,,,
10001431,,595,,,,K&L Gates LLP,383,Recurring Discount: Subscription Package,1,0,-2000,Annually,07/16/2020,07/15/2023,,,Active,Subscription,,,
10001432,,595,,,,K&L Gates LLP,367,Entity Management Platform Subscription,189,20,3780,Annually,07/16/2020,07/15/2023,,,Active,Subscription,,,
10001433,,595,,,,K&L Gates LLP,367,Entity Management Platform Subscription,3,20,60,Annually,07/16/2021,07/15/2023,,,Active,Subscription,,,
10001434,,595,,,,K&L Gates LLP,367,Entity Management Platform Subscription,62,20,1240,Annually,06/14/2022,07/15/2023,,,Active,Subscription,,,
10001435,,596,,,,"Kaufman & Canoles, P.C.",367,Entity Management Platform Subscription,1,9500,9500,Annually,03/06/2022,03/05/2023,,,Active,Subscription,,,
10001436,,596,,,,"Kaufman & Canoles, P.C.",163,Dedicated priority Support,1,2500,2500,Annually,03/06/2022,03/05/2023,,,Active,Subscription,,,
10001437,,596,,,,"Kaufman & Canoles, P.C.",162,Enterprise Integration Package,1,3500,3500,Annually,03/06/2022,03/05/2023,,,Active,Subscription,,,
10001438,,597,,,,KMSC Law LLP,166,Software Updates,1,0,0,Monthly,08/07/2019,08/06/2022,,,Active,Subscription,,,
10001439,,597,,,,KMSC Law LLP,167,Virtual Minute Book,1,0,0,Monthly,08/07/2019,08/06/2022,,,Active,Subscription,,,
10001440,,597,,,,KMSC Law LLP,367,Entity Management Platform Subscription,25,1.666666667,41.66666667,Monthly,11/01/2021,08/06/2022,,,Active,Subscription,,,
10001441,,597,,,,KMSC Law LLP,367,Entity Management Platform Subscription,15,1.666666667,25,Monthly,05/07/2022,08/06/2022,,,Active,Subscription,,,
10001442,,597,,,,KMSC Law LLP,367,Entity Management Platform Subscription,1,0,-1.666666667,Monthly,06/07/2022,08/06/2022,,,Active,Subscription,,,
10001443,,597,,,,KMSC Law LLP,367,Entity Management Platform Subscription,2,0,-3.333333333,Monthly,04/07/2022,08/06/2022,,,Active,Subscription,,,
10001444,,597,,,,KMSC Law LLP,367,Entity Management Platform Subscription,243,1.666666667,405,Monthly,10/01/2021,08/06/2022,,,Active,Subscription,,,
10001445,,597,,,,KMSC Law LLP,367,Entity Management Platform Subscription,22,1.666666667,36.66666667,Monthly,12/01/2021,08/06/2022,,,Active,Subscription,,,
10001446,,597,,,,KMSC Law LLP,570,"MB (1,001+) - CA-PS",2373,1.666666667,3955,Monthly,08/07/2019,08/06/2022,,,Active,Subscription,,,
10001447,,597,,,,KMSC Law LLP,169,e-Signature,1,0,0,Monthly,08/07/2019,08/06/2022,,,Active,Subscription,,,
10001448,,597,,,,KMSC Law LLP,571,White Label Fee,1,208.3333333,208.3333333,Monthly,08/07/2019,08/06/2022,,,Active,Subscription,,,
10001449,,597,,,,KMSC Law LLP,367,Entity Management Platform Subscription,7,1.666666667,11.66666667,Monthly,01/01/2022,08/06/2022,,,Active,Subscription,,,
10001450,,597,,,,KMSC Law LLP,367,Entity Management Platform Subscription,32,1.666666667,53.33333333,Monthly,02/01/2022,08/06/2022,,,Active,Subscription,,,
10001451,,597,,,,KMSC Law LLP,367,Entity Management Platform Subscription,38,0,-63.33333333,Monthly,03/01/2022,08/06/2022,,,Active,Subscription,,,
10001452,,598,,,,Koch Industries,387,Professional Package Annual Subscription,150,250,37500,Annually,06/25/2021,06/24/2024,,,Active,Subscription,,,
10001453,,599,,,,Kruger Services Inc.,167,Virtual Minute Book,1,0,0,Annually,04/24/2020,04/23/2023,,,Active,Subscription,,,
10001454,,599,,,,Kruger Services Inc.,166,Software Updates,1,0,0,Annually,04/24/2020,04/23/2023,,,Active,Subscription,,,
10001455,,599,,,,Kruger Services Inc.,553,Entity Management platform subscription - up to 300 entities,1,23000,23000,Annually,04/24/2020,04/23/2023,,,Active,Subscription,,,
10001456,,599,,,,Kruger Services Inc.,169,e-Signature,1,0,0,Annually,04/24/2020,04/23/2023,,,Active,Subscription,,,
10001457,,600,,,,LACORE,367,Entity Management Platform Subscription,100,80,8000,Annually,01/06/2021,01/05/2024,,,Active,Subscription,,,
10001458,,600,,,,LACORE,162,Enterprise Integration Package,1,0,0,Annually,01/06/2021,01/05/2024,,,Active,Subscription,,,
10001459,,600,,,,LACORE,166,Software Updates,1,0,0,Annually,01/06/2021,01/05/2024,,,Active,Subscription,,,
10001460,,600,,,,LACORE,169,e-Signature,1,0,0,Annually,01/06/2021,01/05/2024,,,Active,Subscription,,,
10001461,,600,,,,LACORE,167,Virtual Minute Book,1,0,0,Annually,01/06/2021,01/05/2024,,,Active,Subscription,,,
10001462,,601,,,,Lane Powell,378,Per Entity Fee – Athennian Application - 1000+,39,20,780,Annually,05/24/2022,05/23/2023,,,Active,Subscription,,,
10001463,,601,,,,Lane Powell,386,Enterprise Package Annual Subscription,1,19995,19995,Annually,05/24/2022,05/23/2023,,,Active,Subscription,,,
10001464,,601,,,,Lane Powell,385,One Time Discount - Package,1,0,-4995,Annually,05/24/2022,05/23/2023,,,Active,Subscription,,,
10001465,,601,,,,Lane Powell,386,Enterprise Package Annual Subscription,1,4995,4995,Annually,05/24/2022,05/23/2023,,,Active,Subscription,,,
10001466,,702,,,,"Lapointe Rosenstein Marchand Melan�on, L.L.P.",572,Dedicated Priority Product Support & SLA Commitment,1,3000,3000,Annually,06/04/2020,06/03/2023,,,Active,Subscription,,,
10001467,,702,,,,"Lapointe Rosenstein Marchand Melan�on, L.L.P.",166,Software Updates,1,0,0,Annually,06/04/2020,06/03/2023,,,Active,Subscription,,,
10001468,,702,,,,"Lapointe Rosenstein Marchand Melan�on, L.L.P.",169,e-Signature,1,0,0,Annually,06/04/2020,06/03/2023,,,Active,Subscription,,,
10001469,,702,,,,"Lapointe Rosenstein Marchand Melan�on, L.L.P.",167,Virtual Minute Book,1,0,0,Annually,06/04/2020,06/03/2023,,,Active,Subscription,,,
10001470,,702,,,,"Lapointe Rosenstein Marchand Melan�on, L.L.P.",571,White Label Fee,1,2500,2500,Annually,06/04/2020,06/03/2023,,,Active,Subscription,,,
10001471,,702,,,,"Lapointe Rosenstein Marchand Melan�on, L.L.P.",573,"Entity Management Subscription - minimum 1,000 entities",1000,38,38000,Annually,06/04/2020,06/03/2023,,,Active,Subscription,,,
10001472,,702,,,,"Lapointe Rosenstein Marchand Melan�on, L.L.P.",552,Installation (Same Day),1,0,0,Annually,06/04/2020,06/03/2023,,,Active,Subscription,,,
10001473,,602,,,,Lathrop GPM LLP,162,Enterprise Integration Package,1,2500,2500,Annually,09/10/2020,09/09/2023,,,Active,Subscription,,,
10001474,,602,,,,Lathrop GPM LLP,163,Dedicated priority Support,1,2500,2500,Annually,09/10/2020,09/09/2023,,,Active,Subscription,,,
10001475,,602,,,,Lathrop GPM LLP,166,Software Updates,1,0,0,Annually,09/10/2020,09/09/2023,,,Active,Subscription,,,
10001476,,602,,,,Lathrop GPM LLP,574,Entity Management Platform Subscription (2000 - 2500 active entities),1,10000,10000,Annually,09/10/2020,09/09/2023,,,Active,Subscription,,,
10001477,,602,,,,Lathrop GPM LLP,167,Virtual Minute Book,1,0,0,Annually,09/10/2020,09/09/2023,,,Active,Subscription,,,
10001478,,602,,,,Lathrop GPM LLP,367,Entity Management Platform Subscription,270,5,1350,Annually,09/10/2021,09/09/2023,,,Active,Subscription,,,
10001479,,602,,,,Lathrop GPM LLP,169,e-Signature,1,0,0,Annually,09/10/2020,09/09/2023,,,Active,Subscription,,,
10001480,,603,,,,LEA Group,575,In-House Up to 25 Entities,1,5000,5000,Annually,05/06/2022,05/05/2023,,,Active,Subscription,,,
10001481,,604,,,,Leland Kimpinski LLP,378,Per Entity Fee – Athennian Application - 1000+,1200,35,42000,Annually,04/08/2022,04/07/2025,,,Active,Subscription,,,
10001482,,604,,,,Leland Kimpinski LLP,387,Professional Package Annual Subscription,1,19995,19995,Annually,04/08/2022,04/07/2025,,,Active,Subscription,,,
10001483,,605,,,,Lift Legal,576,Per Entity Fee – 50 +,25,75,1875,Annually,11/18/2021,11/18/2022,,,Active,Subscription,,,
10001484,,605,,,,Lift Legal,577,Entity Management Platform Subscription - Per Entity Fee,50,80,4000,Annually,11/18/2021,11/18/2022,,,Active,Subscription,,,
10001485,,606,,,,Lindsey MacCarthy LLP,367,Entity Management Platform Subscription,1224,30,36720,Annually,01/17/2022,01/16/2023,,,Active,Subscription,,,
10001486,,606,,,,Lindsey MacCarthy LLP,367,Entity Management Platform Subscription,86,,-2580,Annually,01/17/2022,01/16/2023,,,Active,Subscription,,,
10001487,,607,,,,Locke Lord,167,Virtual Minute Book,1,0,0,Monthly,10/16/2020,10/15/2023,,,Active,Subscription,,,
10001488,,607,,,,Locke Lord,162,Enterprise Integration Package,1,291.6666667,291.6666667,Monthly,10/16/2020,10/15/2023,,,Active,Subscription,,,
10001489,,607,,,,Locke Lord,169,e-Signature,1,0,0,Monthly,10/16/2020,10/15/2023,,,Active,Subscription,,,
10001490,,607,,,,Locke Lord,166,Software Updates,1,0,0,Monthly,10/16/2020,10/15/2023,,,Active,Subscription,,,
10001491,,607,,,,Locke Lord,367,Entity Management Platform Subscription,65,2.083333333,135.4166667,Monthly,10/16/2020,10/15/2023,,,Active,Subscription,,,
10001492,,607,,,,Locke Lord,385,One Time Discount - Package,1,0,-95.3125,Monthly,10/16/2020,10/15/2021,,,Active,Subscription,,,
10001493,,607,,,,Locke Lord,367,Entity Management Platform Subscription,4,2.083333333,8.333333333,Monthly,02/15/2021,10/16/2023,,,Active,Subscription,,,
10001494,,607,,,,Locke Lord,367,Entity Management Platform Subscription,1,95.3125,95.3125,Monthly,10/16/2021,10/15/2023,,,Active,Subscription,,,
10001495,,608,,,,Louri & Cutler P.C.,162,Enterprise Integration Package,1,1500,1500,Annually,06/17/2020,06/16/2023,,,Active,Subscription,,,
10001496,,608,,,,Louri & Cutler P.C.,367,Entity Management Platform Subscription,64,45,2880,Annually,06/17/2020,06/16/2023,,,Active,Subscription,,,
10001497,,608,,,,Louri & Cutler P.C.,578,First Year Discount,1,0,-1500,Annually,06/17/2020,06/16/2021,,,Active,Subscription,,,
10001498,,608,,,,Louri & Cutler P.C.,169,e-Signature,1,0,0,Annually,06/17/2020,06/16/2023,,,Active,Subscription,,,
10001499,,608,,,,Louri & Cutler P.C.,167,Virtual Minute Book,1,0,0,Annually,06/17/2020,06/16/2023,,,Active,Subscription,,,
10001500,,608,,,,Louri & Cutler P.C.,166,Software Updates,1,0,0,Annually,06/17/2020,06/16/2023,,,Active,Subscription,,,
10001501,,608,,,,Louri & Cutler P.C.,367,Entity Management Platform Subscription,27,0,-1215,Annually,06/17/2021,06/16/2023,,,Active,Subscription,,,
10001502,,608,,,,Louri & Cutler P.C.,367,Entity Management Platform Subscription,7,45,315,Annually,06/17/2022,06/16/2023,,,Active,Subscription,,,
10001503,,608,,,,Louri & Cutler P.C.,367,Entity Management Platform Subscription,1,1500,1500,Annually,06/17/2021,06/16/2023,,,Active,Subscription,,,
10001504,,609,,,,Luno Pte. Ltd.,367,Entity Management Platform Subscription,1,10000,10000,Annually,07/27/2021,07/26/2022,,,Active,Subscription,,,
10001505,,609,,,,Luno Pte. Ltd.,367,Entity Management Platform Subscription,1,10000,10000,Annually,07/27/2022,07/26/2023,,,Active,Subscription,,,
10001506,,610,,,,"Lynch, Fink & Labelle",162,Enterprise Integration Package,1,1000,1000,Annually,06/09/2020,06/08/2023,,,Active,Subscription,,,
10001507,,610,,,,"Lynch, Fink & Labelle",166,Software Updates,1,0,0,Annually,06/09/2020,06/08/2023,,,Active,Subscription,,,
10001508,,610,,,,"Lynch, Fink & Labelle",167,Virtual Minute Book,1,0,0,Annually,06/09/2020,06/08/2023,,,Active,Subscription,,,
10001509,,610,,,,"Lynch, Fink & Labelle",579,Entity Management Platform Subscription - Up to 50 Active Entity Records,1,3750,3750,Annually,06/09/2020,06/08/2023,,,Active,Subscription,,,
10001510,,610,,,,"Lynch, Fink & Labelle",383,Recurring Discount: Subscription Package,1,0,-500,Annually,06/09/2020,06/08/2023,,,Active,Subscription,,,
10001511,,610,,,,"Lynch, Fink & Labelle",169,e-Signature,1,0,0,Annually,06/09/2020,06/08/2023,,,Active,Subscription,,,
10001512,,611,,,,Major Sobiski Moffatt LLP,169,e-Signature,1,0,0,Annually,07/15/2020,07/14/2023,,,Active,Subscription,,,
10001513,,611,,,,Major Sobiski Moffatt LLP,167,Virtual Minute Book,1,0,0,Annually,07/15/2020,07/14/2023,,,Active,Subscription,,,
10001514,,611,,,,Major Sobiski Moffatt LLP,166,Software Updates,1,0,0,Annually,07/15/2020,07/14/2023,,,Active,Subscription,,,
10001515,,611,,,,Major Sobiski Moffatt LLP,367,Entity Management Platform Subscription,20,100,2000,Annually,07/15/2020,07/14/2023,,,Active,Subscription,,,
10001516,,611,,,,Major Sobiski Moffatt LLP,521,Recurring Discount: Entity Fee,20,0,-500,Annually,07/15/2020,07/14/2023,,,Active,Subscription,,,
10001517,,611,,,,Major Sobiski Moffatt LLP,268,Document Template Manager,1,500,500,Annually,07/15/2020,07/14/2023,,,Active,Subscription,,,
10001518,,612,,,,Mancal Corporation,387,Professional Package Annual Subscription,1,19995,19995,Annually,06/29/2022,06/28/2025,,,Active,Subscription,,,
10001519,,612,,,,Mancal Corporation,382,Per Entity Fee – Athennian Application - Up to 100,35,75,2625,Annually,06/29/2022,06/28/2025,,,Active,Subscription,,,
10001520,,613,,,,Mann Lawyers LLP,387,Professional Package Annual Subscription,1,19995,19995,Annually,05/18/2022,05/17/2025,,,Active,Subscription,,,
10001521,,613,,,,Mann Lawyers LLP,379,Per Entity Fee – Athennian Application - Up to 1000,800,40,32000,Annually,05/18/2022,05/17/2025,,,Active,Subscription,,,
10001522,,614,,,,Marvell Technology Inc,367,Entity Management Platform Subscription,65,200,13000,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001523,,614,,,,Marvell Technology Inc,164,SSO Configuration,1,3500,3500,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001524,,614,,,,Marvell Technology Inc,165,Custom Branding,1,2500,2500,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001525,,614,,,,Marvell Technology Inc,169,e-Signature,1,0,0,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001526,,614,,,,Marvell Technology Inc,167,Virtual Minute Book,1,0,0,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001527,,614,,,,Marvell Technology Inc,163,Dedicated priority Support,1,5000,5000,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001528,,614,,,,Marvell Technology Inc,166,Software Updates,1,0,0,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001529,,614,,,,Marvell Technology Inc,383,Recurring Discount: Subscription Package,1,0,-2500,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001530,,614,,,,Marvell Technology Inc,367,Entity Management Platform Subscription,10,200,2000,Annually,10/01/2021,09/30/2023,,,Active,Subscription,,,
10001531,,615,,,,Mayo Foundation for Medical Education and Research,163,Dedicated priority Support,1,3500,3500,Annually,10/28/2020,10/27/2025,,,Active,Subscription,,,
10001532,,615,,,,Mayo Foundation for Medical Education and Research,167,Virtual Minute Book,1,0,0,Annually,10/28/2020,10/27/2025,,,Active,Subscription,,,
10001533,,615,,,,Mayo Foundation for Medical Education and Research,166,Software Updates,1,0,0,Annually,10/28/2020,10/27/2025,,,Active,Subscription,,,
10001534,,615,,,,Mayo Foundation for Medical Education and Research,162,Enterprise Integration Package,1,2500,2500,Annually,10/28/2020,10/27/2025,,,Active,Subscription,,,
10001535,,615,,,,Mayo Foundation for Medical Education and Research,169,e-Signature,1,0,0,Annually,10/28/2020,10/27/2025,,,Active,Subscription,,,
10001536,,615,,,,Mayo Foundation for Medical Education and Research,580,Entity Management Platform Subscription (50 - 100 active entities),1,10000,10000,Annually,10/28/2020,10/27/2025,,,Active,Subscription,,,
10001537,,616,,,,MC LegalManagement Limited Partnership,383,Recurring Discount: Subscription Package,1,0,-37700,Annually,09/29/2021,09/28/2024,,,Active,Subscription,,,
10001538,,616,,,,MC LegalManagement Limited Partnership,386,Enterprise Package Annual Subscription,1,37700,37700,Annually,09/29/2021,09/28/2024,,,Active,Subscription,,,
10001539,,616,,,,MC LegalManagement Limited Partnership,581,"Per Entity Fee – 10,000+",10000,25,250000,Annually,09/29/2021,09/28/2024,,,Active,Subscription,,,
10001540,,617,,,,McDermott Will & Emery,386,Enterprise Package Annual Subscription,1,29995,29995,Annually,10/04/2021,10/03/2024,,,Active,Subscription,,,
10001541,,617,,,,McDermott Will & Emery,382,Per Entity Fee – Athennian Application - Up to 100,40,75,3000,Annually,10/04/2021,10/03/2024,,,Active,Subscription,,,
10001542,,618,,,,McKercher LLP,166,Software Updates,1,0,0,Quarterly ,12/18/2019,12/17/2022,,,Active,Subscription,,,
10001543,,618,,,,McKercher LLP,552,Installation (Same Day),1,0,0,Quarterly ,12/18/2019,12/17/2022,,,Active,Subscription,,,
10001544,,618,,,,McKercher LLP,367,Entity Management Platform Subscription,60,4.75,285,Quarterly ,10/11/2021,12/17/2022,,,Active,Subscription,,,
10001545,,618,,,,McKercher LLP,367,Entity Management Platform Subscription,27,4.75,128.25,Quarterly ,01/11/2022,12/17/2022,,,Active,Subscription,,,
10001546,,618,,,,McKercher LLP,582,Entity Management platform subscription - up to 3000 entities,1,14250,14250,Quarterly ,12/18/2019,12/17/2022,,,Active,Subscription,,,
10001547,,703,,,,Minit Inc,367,Entity Management Platform Subscription,5,3.33,16.65,Monthly,03/07/2022,03/06/2023,,,Active,Subscription,,,
10001548,,619,,,,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.",169,e-Signature,1,0,0,Annually,08/26/2020,08/25/2023,,,Active,Subscription,,,
10001549,,619,,,,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.",162,Enterprise Integration Package,1,3500,3500,Annually,08/26/2020,08/25/2023,,,Active,Subscription,,,
10001550,,619,,,,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.",367,Entity Management Platform Subscription,32,45,1440,Annually,08/24/2021,08/25/2023,,,Active,Subscription,,,
